"GeneLength","gene","GeneID","C.G"
507,"CDKN2C","1031",0.520710059171598
600,"C1orf185","284546",0.37
465,"RNF11","26994",0.505376344086022
1893,"TTC39A","22996",0.544638140517697
2802,"EPS15","2060",0.432905067808708
2280,"OSBPL9","114883",0.432017543859649
3660,"NRDC","4898",0.442349726775956
660,"RAB3B","5865",0.521212121212121
519,"TXNDC12","51060",0.460500963391137
1065,"KTI12","112970",0.622535211267606
477,"BTF3L4","91408",0.410901467505241
876,"LOC107984956","107984956",0.657534246575342
4278,"ZFYVE9","9372",0.434548854604956
2577,"CC2D1B","200014",0.59604190919674
2586,"ORC1","4998",0.506573859242073
939,"PRPF38A","84950",0.494142705005325
4959,"TUT4","23318",0.409155071587014
564,"GPX7","2882",0.597517730496454
585,"SHISAL2A","348378",0.58974358974359
696,"COA7","65260",0.524425287356322
2235,"ZYG11B","79699",0.443847874720358
2280,"ZYG11A","440590",0.454824561403509
879,"ECHDC2","55268",0.633674630261661
1644,"SCP2","6342",0.444038929440389
1842,"PODN","127435",0.618349619978285
1860,"SLC1A7","6512",0.609677419354839
1977,"CPT2","1376",0.528072837632777
483,"CZIB","54987",0.523809523809524
441,"MAGOH","4116",0.424036281179138
2892,"LRP8","7804",0.588865836791148
1029,"DMRTB1","63948",0.693877551020408
2412,"GLIS1","148979",0.666252072968491
2025,"NDC1","55706",0.426172839506173
921,"YIPF1","54432",0.457111834961998
750,"DIO1","1733",0.52
645,"HSPB11","51668",0.458914728682171
1287,"LRRC42","115353",0.484848484848485
618,"LDLRAD1","388633",0.597087378640777
975,"TMEM59","9528",0.459487179487179
627,"TCEANC2","127428",0.435406698564593
1623,"CDCP2","200008",0.614294516327788
948,"CYB5RL","606495",0.55379746835443
1452,"MRPL37","51253",0.534435261707989
1167,"SSBP3","23648",0.560411311053985
1824,"ACOT11","26027",0.600328947368421
1758,"FAM151A","338094",0.591012514220705
3972,"MROH7","374977",0.573766364551863
1164,"TTC4","7268",0.475945017182131
1428,"PARS2","25973",0.563025210084034
1710,"TTC22","55001",0.676023391812866
1308,"LEXM","163747",0.545107033639144
1551,"DHCR24","1718",0.578981302385558
633,"TMEM61","199964",0.638230647709321
963,"BSND","7809",0.604361370716511
2079,"PCSK9","255738",0.655603655603656
7923,"USP24","23358",0.442509150574277
936,"PLPP3","8613",0.538461538461538
1659,"PRKAA2","5563",0.433996383363472
2265,"FYB2","199920",0.431346578366446
1755,"C8A","731",0.494017094017094
1776,"C8B","732",0.483671171171171
1668,"DAB1","1600",0.508992805755396
1575,"OMA1","115209",0.4
972,"TACSTD2","4070",0.674897119341564
2487,"MYSM1","114803",0.397667872939284
996,"JUN","3725",0.643574297188755
1728,"FGGY","55277",0.498263888888889
2187,"HOOK1","51361",0.405578417924097
1509,"CYP2J2","1573",0.491716368455931
1641,"C1orf87","127795",0.459475929311395
1665,"NFIA","4774",0.524324324324324
834,"TM2D1","83941",0.514388489208633
5814,"PATJ","10207",0.455796353629171
2598,"L1TD1","54596",0.379522709776751
2988,"KANK4","163782",0.575970548862115
2358,"USP1","7398",0.364715860899067
6423,"DOCK7","85440",0.417250505994084
1383,"ANGPTL3","27329",0.359363702096891
1377,"ATG4C","84938",0.371822803195352
1437,"FOXD3","27022",0.72303409881698
1524,"ALG6","29929",0.374671916010499
672,"ITGB3BP","23421",0.379464285714286
1929,"EFCAB7","84455",0.370658372213582
1743,"PGM1","5236",0.486517498565691
2814,"ROR1","4919",0.494314143567875
954,"UBE2U","148581",0.390985324947589
3825,"CACHD1","57685",0.496993464052288
2076,"RAVER2","55225",0.474470134874759
3465,"JAK1","3716",0.478210678210678
672,"AK4","205",0.501488095238095
2913,"DNAJC6","9829",0.501888087881909
423,"LEPROT","54741",0.463356973995272
3498,"LEPR","3953",0.383933676386507
2211,"PDE4B","5142",0.463138851198553
2553,"SGIP1","84251",0.482961222091657
540,"DYNLT5","200132",0.398148148148148
408,"INSL5","10022",0.475490196078431
2547,"DNAI4","79819",0.40478994895956
1809,"MIER1","57708",0.404643449419569
1149,"SLC35D1","23169",0.455178416013925
1416,"C1orf141","400757",0.334039548022599
1890,"IL23R","149233",0.383068783068783
2589,"IL12RB2","3595",0.477018153727308
1227,"SERBP1","26135",0.508557457212714
498,"GADD45A","1647",0.586345381526104
219,"GNG12","55970",0.4337899543379
690,"DIRAS3","9077",0.560869565217391
1638,"WLS","79971",0.479242979242979
1602,"RPE65","6121",0.435705368289638
2436,"DEPDC1","55635",0.370279146141215
4728,"LRRC7","57554",0.448604060913706
1809,"LRRC40","55631",0.38253178551686
1485,"SRSF11","9295",0.472727272727273
1626,"ANKRD13C","81573",0.460639606396064
1218,"CTH","1491",0.457307060755337
1257,"PTGER3","5733",0.590294351630867
993,"ZRANB2","9406",0.414904330312185
1065,"NEGR1","257194",0.47887323943662
1875,"LRRIQ3","127255",0.325333333333333
2811,"FPGT-TNNI3K","100526835",0.435787975809321
1785,"FPGT","8790",0.38655462184874
2508,"TNNI3K","51086",0.43341307814992
3744,"LRRC53","105378803",0.416666666666667
4593,"ERICH3","127254",0.47572392771609
990,"CRYZ","1429",0.429292929292929
780,"TYW3","127253",0.416666666666667
1092,"LHX8","431707",0.510989010989011
2181,"SLC44A5","204962",0.419990829894544
1365,"ACADM","34",0.40952380952381
996,"RABGGTB","5876",0.411646586345382
2811,"MSH4","4438",0.379935965848453
888,"ASB17","127247",0.367117117117117
396,"LOC124904200","124904200",0.444444444444444
972,"ST6GALNAC3","256435",0.430041152263374
1011,"ST6GALNAC5","81849",0.56973293768546
1188,"PIGK","10026",0.405723905723906
1689,"AK5","26289",0.459443457667259
2712,"ZZZ3","26009",0.411504424778761
2829,"USP33","23032",0.390243902439024
1902,"MIGA1","374986",0.416929547844374
2031,"NEXN","91624",0.378138847858198
2067,"FUBP1","8880",0.484276729559748
1014,"DNAJB4","11080",0.394477317554241
1098,"GIPC2","54810",0.499089253187614
1080,"PTGFR","5737",0.413888888888889
1359,"IFI44L","10964",0.387049300956586
1374,"IFI44","10561",0.411208151382824
2073,"ADGRL4","64123",0.370477568740955
4410,"ADGRL2","23266",0.433333333333333
342,"LOC107985043","107985043",0.450292397660819
2664,"TTLL7","79739",0.408783783783784
1197,"PRKACB","5567",0.398496240601504
369,"SAMD13","148418",0.430894308943089
1086,"DNASE2B","58511",0.440147329650092
1050,"RPF1","80135",0.433333333333333
207,"GNG5","2787",0.51207729468599
1380,"SPATA1","100505741",0.357971014492754
1158,"CTBS","1486",0.441278065630397
1845,"SSX2IP","117178",0.384823848238482
1062,"LPAR3","23566",0.502824858757062
1701,"MCOLN2","255231",0.410934744268078
1734,"MCOLN3","55283",0.410034602076125
2676,"DNAI3","126820",0.401718983557549
3585,"SYDE2","84144",0.454951185495119
549,"C1orf52","148423",0.526411657559198
861,"BCL10","8915",0.43321718931475
858,"DDAH1","23576",0.548951048951049
1146,"CCN1","3491",0.556719022687609
1413,"ZNHIT6","54680",0.428874734607219
5190,"COL24A1","255631",0.47495183044316
1935,"ODF2L","57489",0.35297157622739
2832,"CLCA2","9635",0.42478813559322
2745,"CLCA1","1179",0.451730418943534
2760,"CLCA4","22802",0.403260869565217
1209,"SH3GLB1","51100",0.41439205955335
498,"SELENOF","9403",0.471887550200803
1071,"HS2ST1","9653",0.429505135387488
498,"LMO4","8543",0.544176706827309
2955,"PKN2","5586",0.395262267343486
951,"GTF2B","2959",0.436382754994742
1365,"KYAT3","56267",0.391208791208791
1173,"RBMXL1","494115",0.481670929241262
1788,"GBP3","2635",0.468120805369128
1779,"GBP1","2633",0.480044969083755
1776,"GBP2","2634",0.477477477477477
1917,"GBP7","388646",0.471570161711007
1923,"GBP4","115361",0.478419136765471
1761,"GBP5","115362",0.463373083475298
1902,"GBP6","163351",0.47739221871714
2412,"LRRC8B","23507",0.444444444444444
2427,"LRRC8C","84230",0.434693036670787
2577,"LRRC8D","55144",0.422584400465658
1749,"ZNF326","284695",0.433390508862207
1164,"BARHL2","343472",0.619415807560137
4107,"ZNF644","84146",0.382517652787923
4308,"HFM1","164045",0.352831940575673
1725,"CDC7","8317",0.408695652173913
2556,"TGFBR3","7049",0.497261345852895
2856,"BRDT","676",0.377801120448179
1089,"EPHX4","253152",0.444444444444444
879,"SETSIP","646817",0.408418657565415
5388,"BTBD8","284697",0.389198218262806
543,"C1orf146","388649",0.348066298342541
1884,"GLMN","11146",0.355095541401274
1839,"RPAP2","79871",0.394235997824905
1269,"GFI1","2672",0.646966115051221
2793,"EVI5","7813",0.42141066953097
894,"RPL5","6125",0.441834451901566
1287,"DIPK1A","388650",0.393162393162393
1782,"MTF2","22823",0.41638608305275
690,"TMED5","50999",0.449275362318841
4494,"CCDC18","343099",0.354695149087672
531,"DR1","1810",0.43879472693032
1818,"FNBP1L","54874",0.415841584158416
2478,"BCAR3","8412",0.561743341404358
2271,"DNTTIP2","30836",0.399823866138265
828,"GCLM","2730",0.466183574879227
6822,"ABCA4","24",0.525798885957197
3786,"ARHGAP29","9411",0.399101954569466
2052,"ABCD3","5825",0.417641325536062
888,"F3","2152",0.476351351351351
1962,"SLC44A3","126969",0.456167176350663
990,"CNN3","1266",0.452525252525253
651,"ALG14","199857",0.477726574500768
606,"TLCD4-RWDD3","100527978",0.419141914191419
792,"TLCD4","148534",0.391414141414141
804,"RWDD3","25950",0.432835820895522
1647,"PTBP2","58155",0.407407407407407
3078,"DPYD","1806",0.447043534762833
522,"LOC124904228","124904228",0.547892720306513
1356,"SNX7","51375",0.438790560471976
966,"PLPPR5","163404",0.4824016563147
2148,"PLPPR4","9890",0.488826815642458
1656,"PALMD","54873",0.429951690821256
1881,"FRRS1","391059",0.435406698564593
4599,"AGL","178",0.400956729723853
1104,"SLC35A3","23443",0.385869565217391
1473,"MFSD14A","64645",0.451459606245757
1974,"SASS6","163786",0.38145896656535
1446,"TRMT13","54482",0.404564315352697
1020,"LRRC39","127495",0.403921568627451
1449,"DBT","1629",0.409247757073844
1140,"RTCA","8634",0.447368421052632
1872,"CDC14A","8556",0.448183760683761
1155,"GPR88","54112",0.730735930735931
2220,"VCAM1","7412",0.437837837837838
1017,"EXTL2","2135",0.412979351032448
1131,"SLC30A7","148867",0.424403183023873
858,"DPH5","51611",0.432400932400932
1149,"S1PR1","1901",0.544821583986075
1437,"OLFM3","118427",0.448851774530271
5574,"COL11A1","1301",0.515249372084679
1554,"RNPC3","55599",0.411196911196911
1536,"AMY2B","280",0.414713541666667
1536,"AMY2A","279",0.416015625
1536,"AMY1A","276",0.416015625
1536,"AMY1B","277",0.416015625
1536,"AMY1C","278",0.416015625
1128,"PRMT6","55170",0.649822695035461
1620,"NTNG1","22854",0.493827160493827
2544,"VAV3","10451",0.422562893081761
1434,"SLC25A24","29957",0.451185495118549
2127,"NBPF4","148545",0.526563234602727
2004,"NBPF6","653149",0.522455089820359
1083,"FAM102B","284611",0.4533702677747
1206,"HENMT1","113802",0.446102819237148
1641,"PRPF38B","55119",0.461913467397928
2202,"FNDC7","163479",0.480926430517711
1779,"STXBP3","6814",0.381675098369871
2511,"AKNAD1","254268",0.435284747112704
2055,"GPSM2","29899",0.418491484184915
1656,"CLCC1","23155",0.447463768115942
2790,"WDR47","22911",0.422939068100358
375,"TAF13","6884",0.394666666666667
366,"TMEM167B","56900",0.486338797814208
540,"CFAP276","127003",0.492592592592593
3042,"ELAPOR1","57535",0.533201840894149
1611,"SARS1","6301",0.512725015518312
8772,"CELSR2","1952",0.61297309621523
1092,"PSRC1","84722",0.604395604395604
1065,"MYBPHL","343263",0.576525821596244
2496,"SORT1","6272",0.504407051282051
726,"PSMA5","5686",0.458677685950413
831,"SYPL2","284612",0.595667870036101
2292,"ATXN7L2","127002",0.615619546247818
756,"CYB561D1","284613",0.599206349206349
1482,"AMIGO1","57463",0.560728744939271
1356,"GPR61","83873",0.600294985250737
1065,"GNAI3","2773",0.423474178403756
1065,"GNAT2","2780",0.472300469483568
2478,"AMPD2","271",0.600080710250202
765,"GSTM4","2948",0.52156862745098
657,"GSTM2","2946",0.511415525114155
657,"GSTM1","2944",0.505327245053272
657,"GSTM5","2949",0.496194824961948
678,"GSTM3","2947",0.489675516224189
1809,"EPS8L3","79574",0.59314538419016
1665,"CSF1","1435",0.593393393393393
1593,"AHCYL1","10768",0.50721908349027
2514,"STRIP1","85369",0.551710421638823
1032,"ALX3","257",0.661821705426357
525,"UBL4B","164153",0.596190476190476
2184,"SLC6A17","388662",0.581501831501832
1986,"KCNC4","3749",0.639476334340383
507,"LOC124904276","124904276",0.617357001972387
2934,"RBM15","64783",0.565780504430811
1464,"SLC16A4","9122",0.42896174863388
522,"LAMTOR5","10542",0.561302681992337
318,"PROK1","84432",0.60377358490566
1536,"KCNA10","3744",0.522135416666667
1500,"KCNA2","3737",0.494
1728,"KCNA3","3738",0.617476851851852
660,"CD53","963",0.487878787878788
2310,"LRIF1","55791",0.388744588744589
801,"DRAM2","128338",0.411985018726592
1251,"CEPT1","10390",0.414868105515588
1458,"DENND2D","79961",0.515089163237311
1173,"CHI3L2","1117",0.494458653026428
1431,"CHIA","27159",0.542278127183788
726,"PIFO","128344",0.454545454545455
2037,"OVGP1","5016",0.500736377025037
1065,"WDR77","79084",0.56150234741784
771,"ATP5PB","515",0.461738002594034
468,"C1orf162","128346",0.482905982905983
1044,"TMIGD3","57413",0.502873563218391
957,"ADORA3","140",0.476489028213166
555,"RAP1A","5906",0.418018018018018
894,"INKA2","55924",0.590604026845638
2475,"DDX20","11218",0.452121212121212
1968,"KCND3","3752",0.589939024390244
1920,"CTTNBP2NL","55917",0.5015625
1176,"WNT2B","7482",0.598639455782313
1728,"ST7L","54879",0.438657407407407
957,"CAPZA1","829",0.424242424242424
3012,"MOV10","4343",0.574701195219124
582,"RHOC","389",0.575601374570447
1518,"PPM1J","333926",0.623188405797101
510,"TAFA3","284467",0.633333333333333
381,"NUTF2P4","128322",0.501312335958005
1503,"SLC16A1","6566",0.464404524284764
3198,"LRIG2","9860",0.451219512195122
4446,"MAGI3","260425",0.459964012595592
2289,"PHTF1","10745",0.403232852774137
2409,"RSBN1","54665",0.496886674968867
2424,"PTPN22","26191",0.397689768976898
492,"BCL2L15","440603",0.489837398373984
2220,"AP4B1","10717",0.478378378378378
1599,"DCLRE1B","64858",0.518449030644153
3633,"HIPK1","204851",0.500963391136802
1221,"OLFML3","56944",0.561015561015561
1587,"SYT6","148281",0.57403906742281
3456,"TRIM33","51592",0.485243055555556
678,"BCAS2","10286",0.430678466076696
2787,"DENND2C","163259",0.423394330821672
2244,"AMPD1","270",0.451426024955437
570,"NRAS","4893",0.443859649122807
2535,"CSDE1","7812",0.43629191321499
636,"SIKE1","80143",0.485849056603774
2931,"SYCP1","6847",0.336745138178096
417,"TSHB","7252",0.422062350119904
666,"TSPAN2","10100",0.496996996996997
891,"NGF","4803",0.556677890011223
1575,"VANGL1","81839",0.526984126984127
1200,"CASQ2","845",0.450833333333333
408,"NHLH2","4808",0.681372549019608
1644,"SLC22A15","55356",0.496958637469586
1089,"MAB21L3","126868",0.538108356290175
3072,"ATP1A1","476",0.496419270833333
753,"CD58","965",0.393094289508632
3660,"IGSF3","3321",0.590437158469945
1134,"CD2","914",0.46384479717813
2658,"PTGFRN","5738",0.567343867569601
3111,"CD101","9398",0.499196399871424
3573,"TTF2","8458",0.480548558634201
1743,"TRIM45","80263",0.545611015490534
999,"VTCN1","79679",0.464464464464464
1926,"MAN1A2","10905",0.434579439252336
1176,"TENT5C","54855",0.526360544217687
1494,"GDAP2","54834",0.42235609103079
2832,"WDR3","10885",0.441031073446328
6672,"SPAG17","200162",0.420713429256595
2097,"TBX15","6913",0.520743919885551
1083,"WARS2","10352",0.511542012927054
1263,"HAO2","51179",0.492478226444972
1119,"HSD3B2","3284",0.509383378016086
1122,"HSD3B1","3283",0.511586452762923
1638,"ZNF697","90874",0.664835164835165
1824,"PHGDH","26227",0.575657894736842
1527,"HMGCS2","3158",0.529142108709889
477,"REG4","83998",0.515723270440252
2373,"ADAM30","11085",0.429835651074589
7416,"NOTCH2","4853",0.53735167206041
648,"SEC22B","9554",0.459876543209877
4062,"NBPF8","728841",0.494337764647957
4347,"NBPF26","101060684",0.502875546353807
825,"NOTCH2NLR","101929796",0.55030303030303
495,"PPIAL4A","653505",0.470707070707071
387,"LOC124904394","124904394",0.503875968992248
450,"FAM72B","653820",0.42
1380,"SRGAP2C","653464",0.495652173913044
1044,"LINC02798","107985194",0.67911877394636
402,"LOC124904399","124904399",0.624378109452736
411,"H3-7","440686",0.664233576642336
450,"FAM72C","554282",0.497777777777778
822,"LOC105371206","105371206",0.661800486618005
495,"PPIAL4E","730262",0.472727272727273
2097,"NBPF15","284565",0.481640438721984
495,"PPIAL4F","728945",0.472727272727273
822,"LOC105371216","105371216",0.661800486618005
372,"LOC107985528","107985528",0.521505376344086
1470,"SRGAP2B","647135",0.499319727891156
450,"FAM72D","728833",0.497777777777778
465,"LOC101929805","101929805",0.49247311827957
495,"PPIAL4D","645142",0.474747474747475
17358,"NBPF20","100288142",0.490667127549257
1368,"GPR89A","653519",0.415204678362573
1620,"PDZK1","5174",0.474074074074074
705,"CD160","11126",0.482269503546099
915,"RNF115","27246",0.492896174863388
1644,"POLR3C","10623",0.470194647201946
987,"NUDT17","200035",0.609929078014184
1887,"PIAS3","10401",0.561738208797032
3006,"ANKRD35","148741",0.589820359281437
3546,"ITGA10","8515",0.545121263395375
780,"PEX11B","8799",0.55
525,"RBM8A","9939",0.525714285714286
1014,"LIX1L","128077",0.594674556213018
1491,"ANKRD34A","284615",0.656606304493628
657,"POLR3GL","84265",0.523592085235921
1176,"TXNIP","10628",0.49234693877551
1281,"HJV","148738",0.580015612802498
11388,"NBPF10","100132406",0.48577449947313
861,"NOTCH2NLA","388677",0.533101045296167
495,"PPIAL4H","105371242",0.472727272727273
4374,"NBPF12","149013",0.491083676268861
819,"PRKAB2","5565",0.504273504273504
1602,"FMO5","2330",0.450062421972534
2694,"CHD1L","9557",0.476243504083148
4281,"BCL9","607",0.565054893716421
1287,"ACP6","51205",0.528360528360528
1077,"GJA5","2702",0.562674094707521
1302,"GJA8","2703",0.594470046082949
1368,"GPR89B","51463",0.415204678362573
2598,"NBPF11","200030",0.496150885296382
495,"PPIAL4G","644591",0.470707070707071
8967,"NBPF14","25832",0.486227277796364
1017,"NOTCH2NLB","100996763",0.52212389380531
546,"NUDT4B","440672",0.498168498168498
7578,"PDE4DIP","9659",0.514251781472684
3336,"NBPF9","400818",0.491007194244604
